,position,well,volume,xpos,ypos,field,XY,DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Teg,Plate,Well,Target,Field,XPos,YPos,Date,Time,ImageFile,Background,EjBound,SedBound,DetDiaMinTrans,DetDiaMaxTrans,IsoDiaMinTrans,IsoDiaMaxTrans,IsoIntMinTrans,IsoIntMaxTrans,IsoDiaMinFlu,IsoDiaMaxFlu,IsoIntMinFlu,IsoIntMaxFlu,CellType,CellSortFile,PickupXpos,PickupYpos,PickupWell,PickupPlate,DevX,DevY,RawFileName,MSAquisDateTime,Channel
30,11/63,"1G3,","20000,",63.0,11.0,1.0,1_63_11,5722.0,280.71,96.56,18.03,1.59,1.05,79.35,Transmission,1.0,A-1,1.0,1.0,63.0,11.0,08/06/2024,19:14:22,"=HYPERLINK(""5722_Printed_T1_F1_R11_C63_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,11.0,A5,1.0,39.0,0.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.7
31,11/67,"1G4,","20000,",67.0,11.0,1.0,1_67_11,6037.0,281.86,76.78,21.67,1.5,1.04,81.77,Transmission,1.0,A-1,1.0,1.0,67.0,11.0,08/06/2024,19:15:14,"=HYPERLINK(""6037_Printed_T1_F1_R11_C67_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,11.0,A5,1.0,43.0,0.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.8
32,14/19,"1G7,","20000,",19.0,14.0,1.0,1_19_14,584.0,282.98,92.19,18.75,1.49,1.04,77.95,Transmission,1.0,A-1,1.0,1.0,19.0,14.0,08/06/2024,19:27:08,"=HYPERLINK(""584_Printed_T1_F1_R14_C19_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,-5.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.11
33,14/23,"1G8,","20000,",23.0,14.0,1.0,1_23_14,822.0,206.77,97.21,21.14,1.68,1.07,84.9,Transmission,1.0,A-1,1.0,1.0,23.0,14.0,08/06/2024,19:27:48,"=HYPERLINK(""822_Printed_T1_F1_R14_C23_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,-1.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.12
34,14/27,"1G9,","20000,",27.0,14.0,1.0,1_27_14,926.0,266.83,61.95,24.89,1.79,1.08,86.57,Transmission,1.0,A-1,1.0,1.0,27.0,14.0,08/06/2024,19:28:10,"=HYPERLINK(""926_Printed_T1_F1_R14_C27_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,3.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.13
35,14/31,"1G10,","20000,",31.0,14.0,1.0,1_31_14,1036.0,251.99,58.04,19.82,1.6,1.05,83.23,Transmission,1.0,A-1,1.0,1.0,31.0,14.0,08/06/2024,19:28:34,"=HYPERLINK(""1036_Printed_T1_F1_R14_C31_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,7.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.14
36,14/37,"1G6,","20000,",37.0,14.0,1.0,1_37_14,1127.0,204.5,58.29,22.77,1.55,1.05,85.85,Transmission,1.0,A-1,1.0,1.0,37.0,14.0,08/06/2024,19:28:50,"=HYPERLINK(""1127_Printed_T1_F1_R14_C37_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,13.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.10
37,14/41,"1G7,","20000,",41.0,14.0,1.0,1_41_14,1304.0,199.08,90.53,20.7,1.42,1.03,76.55,Transmission,1.0,A-1,1.0,1.0,41.0,14.0,08/06/2024,19:29:23,"=HYPERLINK(""1304_Printed_T1_F1_R14_C41_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,17.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.11
38,14/45,"1G8,","20000,",45.0,14.0,1.0,1_45_14,1515.0,231.21,101.39,20.8,1.64,1.06,77.47,Transmission,1.0,A-1,1.0,1.0,45.0,14.0,08/06/2024,19:30:00,"=HYPERLINK(""1515_Printed_T1_F1_R14_C45_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,21.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.12
39,14/49,"1G9,","20000,",49.0,14.0,1.0,1_49_14,1612.0,197.9,73.04,21.66,1.48,1.04,81.03,Transmission,1.0,A-1,1.0,1.0,49.0,14.0,08/06/2024,19:30:21,"=HYPERLINK(""1612_Printed_T1_F1_R14_C49_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,25.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.13
40,14/55,"1G5,","20000,",55.0,14.0,1.0,1_55_14,1691.0,239.49,100.15,19.25,1.35,1.02,77.11,Transmission,1.0,A-1,1.0,1.0,55.0,14.0,08/06/2024,19:30:36,"=HYPERLINK(""1691_Printed_T1_F1_R14_C55_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,31.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.9
41,14/59,"1G6,","20000,",59.0,14.0,1.0,1_59_14,1838.0,207.06,88.53,22.01,1.61,1.06,82.19,Transmission,1.0,A-1,1.0,1.0,59.0,14.0,08/06/2024,19:31:03,"=HYPERLINK(""1838_Printed_T1_F1_R14_C59_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,35.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.10
42,14/63,"1G7,","20000,",63.0,14.0,1.0,1_63_14,1997.0,206.58,95.57,20.05,1.46,1.04,76.0,Transmission,1.0,A-1,1.0,1.0,63.0,14.0,08/06/2024,19:31:34,"=HYPERLINK(""1997_Printed_T1_F1_R14_C63_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,39.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.11
43,14/67,"1G8,","20000,",67.0,14.0,1.0,1_67_14,2235.0,314.16,84.57,16.31,1.42,1.03,86.92,Transmission,1.0,A-1,1.0,1.0,67.0,14.0,08/06/2024,19:32:16,"=HYPERLINK(""2235_Printed_T1_F1_R14_C67_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,43.0,3.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.12
44,17/21,"1G11,","20000,",21.0,17.0,1.0,1_21_17,751.0,221.91,81.42,21.84,1.37,1.03,81.73,Transmission,1.0,A-1,1.0,1.0,21.0,17.0,08/06/2024,19:27:35,"=HYPERLINK(""751_Printed_T1_F1_R17_C21_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,-3.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.15
45,17/25,"1G12,","20000,",25.0,17.0,1.0,1_25_17,886.0,233.09,79.33,22.5,1.81,1.09,85.95,Transmission,1.0,A-1,1.0,1.0,25.0,17.0,08/06/2024,19:28:01,"=HYPERLINK(""886_Printed_T1_F1_R17_C25_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,1.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.16
46,17/29,"1G13,","20000,",29.0,17.0,1.0,1_29_17,975.0,189.61,54.74,19.45,1.56,1.05,77.74,Transmission,1.0,A-1,1.0,1.0,29.0,17.0,08/06/2024,19:28:21,"=HYPERLINK(""975_Printed_T1_F1_R17_C29_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,5.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.17
47,17/39,"1G10,","20000,",39.0,17.0,1.0,1_39_17,1271.0,224.66,64.02,18.59,1.44,1.03,71.84,Transmission,1.0,A-1,1.0,1.0,39.0,17.0,08/06/2024,19:29:14,"=HYPERLINK(""1271_Printed_T1_F1_R17_C39_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,15.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.14
48,17/43,"1G11,","20000,",43.0,17.0,1.0,1_43_17,1439.0,228.52,62.59,19.57,1.41,1.03,72.65,Transmission,1.0,A-1,1.0,1.0,43.0,17.0,08/06/2024,19:29:46,"=HYPERLINK(""1439_Printed_T1_F1_R17_C43_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,19.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.15
49,17/61,"1G10,","20000,",61.0,17.0,1.0,1_61_17,1914.0,182.91,55.78,18.94,1.81,1.09,83.62,Transmission,1.0,A-1,1.0,1.0,61.0,17.0,08/06/2024,19:31:18,"=HYPERLINK(""1914_Printed_T1_F1_R17_C61_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,37.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.14
50,17/65,"1G11,","20000,",65.0,17.0,1.0,1_65_17,2024.0,257.06,70.56,18.29,1.31,1.02,77.82,Transmission,1.0,A-1,1.0,1.0,65.0,17.0,08/06/2024,19:31:42,"=HYPERLINK(""2024_Printed_T1_F1_R17_C65_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,24.0,11.0,A5,1.0,41.0,6.0,SH_240625_WA5_F01_C03_R04_S0005.d,,Reporter.intensity.15
51,24/3,"1G11,","20000,",3.0,24.0,1.0,1_3_24,225.0,241.8,95.5,25.73,1.65,1.06,87.4,Transmission,1.0,A-1,1.0,1.0,3.0,24.0,08/06/2024,19:00:30,"=HYPERLINK(""225_Printed_T1_F1_R24_C3_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,-3.0,-3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.15
52,24/7,"1G12,","20000,",7.0,24.0,1.0,1_7_24,589.0,243.7,49.75,22.69,1.91,1.1,80.86,Transmission,1.0,A-1,1.0,1.0,7.0,24.0,08/06/2024,19:01:26,"=HYPERLINK(""589_Printed_T1_F1_R24_C7_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,1.0,-3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.16
53,24/11,"1G13,","20000,",11.0,24.0,1.0,1_11_24,1007.0,283.96,91.3,20.23,1.56,1.05,83.64,Transmission,1.0,A-1,1.0,1.0,11.0,24.0,08/06/2024,19:02:29,"=HYPERLINK(""1007_Printed_T1_F1_R24_C11_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,5.0,-3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.17
54,27/1,"1G14,","20000,",1.0,27.0,1.0,1_1_27,83.0,206.9,110.17,19.88,1.64,1.06,82.83,Transmission,1.0,A-1,1.0,1.0,1.0,27.0,08/06/2024,19:00:08,"=HYPERLINK(""83_Printed_T1_F1_R27_C1_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,-5.0,0.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.18
55,27/5,"1G1,","20000,",5.0,27.0,1.0,1_5_27,296.0,279.6,100.45,15.88,1.6,1.06,82.44,Transmission,1.0,A-1,1.0,1.0,5.0,27.0,08/06/2024,19:00:44,"=HYPERLINK(""296_Printed_T1_F1_R27_C5_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,-1.0,0.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.5
56,27/9,"1G2,","20000,",9.0,27.0,1.0,1_9_27,724.0,269.72,64.62,20.42,1.54,1.05,78.72,Transmission,1.0,A-1,1.0,1.0,9.0,27.0,08/06/2024,19:01:48,"=HYPERLINK(""724_Printed_T1_F1_R27_C9_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,3.0,0.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.6
57,27/13,"1G3,","20000,",13.0,27.0,1.0,1_13_27,1175.0,180.3,97.45,19.43,1.57,1.05,85.43,Transmission,1.0,A-1,1.0,1.0,13.0,27.0,08/06/2024,19:02:55,"=HYPERLINK(""1175_Printed_T1_F1_R27_C13_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,6.0,27.0,A2,1.0,7.0,0.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.7
58,30/1,"1G4,","20000,",1.0,30.0,1.0,1_1_30,31.0,265.98,60.24,23.58,1.75,1.08,80.22,Transmission,1.0,A-1,1.0,1.0,1.0,30.0,08/06/2024,19:25:25,"=HYPERLINK(""31_Printed_T1_F1_R30_C1_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,6.0,27.0,A2,1.0,-5.0,3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.8
59,30/5,"1G5,","20000,",5.0,30.0,1.0,1_5_30,194.0,322.36,100.72,19.39,1.57,1.05,76.89,Transmission,1.0,A-1,1.0,1.0,5.0,30.0,08/06/2024,19:25:55,"=HYPERLINK(""194_Printed_T1_F1_R30_C5_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,6.0,27.0,A2,1.0,-1.0,3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.9
60,30/9,"1G6,","20000,",9.0,30.0,1.0,1_9_30,443.0,306.21,102.69,24.78,1.67,1.06,90.41,Transmission,1.0,A-1,1.0,1.0,9.0,30.0,08/06/2024,19:26:39,"=HYPERLINK(""443_Printed_T1_F1_R30_C9_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,6.0,27.0,A2,1.0,3.0,3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.10
61,30/13,"1G7,","20000,",13.0,30.0,1.0,1_13_30,557.0,247.45,89.29,25.59,1.43,1.03,82.77,Transmission,1.0,A-1,1.0,1.0,13.0,30.0,08/06/2024,19:27:01,"=HYPERLINK(""557_Printed_T1_F1_R30_C13_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,6.0,27.0,A2,1.0,7.0,3.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.11
62,33/3,"1G8,","20000,",3.0,33.0,1.0,1_3_33,91.0,326.86,75.84,19.07,1.32,1.02,77.66,Transmission,1.0,A-1,1.0,1.0,3.0,33.0,08/06/2024,19:25:38,"=HYPERLINK(""91_Printed_T1_F1_R33_C3_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,6.0,27.0,A2,1.0,-3.0,6.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.12
63,33/7,"1G9,","20000,",7.0,33.0,1.0,1_7_33,281.0,207.92,52.95,16.24,1.66,1.06,96.44,Transmission,1.0,A-1,1.0,1.0,7.0,33.0,08/06/2024,19:26:11,"=HYPERLINK(""281_Printed_T1_F1_R33_C7_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_19251908_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_unfixed.xls,6.0,27.0,A2,1.0,1.0,6.0,SH_240625_WA2_F01_C04_R03_S0002.d,,Reporter.intensity.13
64,24/21,"1G10,","20000,",21.0,24.0,1.0,1_21_24,1689.0,205.62,99.56,18.39,1.29,1.02,77.3,Transmission,1.0,A-1,1.0,1.0,21.0,24.0,08/06/2024,19:04:12,"=HYPERLINK(""1689_Printed_T1_F1_R24_C21_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,27.0,A6,1.0,-3.0,-3.0,SH_240625_WA6_F01_C03_R03_S0006.d,,Reporter.intensity.14
65,24/25,"1G11,","20000,",25.0,24.0,1.0,1_25_24,2002.0,205.86,56.13,20.11,1.78,1.08,95.27,Transmission,1.0,A-1,1.0,1.0,25.0,24.0,08/06/2024,19:05:02,"=HYPERLINK(""2002_Printed_T1_F1_R24_C25_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,27.0,A6,1.0,1.0,-3.0,SH_240625_WA6_F01_C03_R03_S0006.d,,Reporter.intensity.15
66,24/29,"1G12,","20000,",29.0,24.0,1.0,1_29_24,2681.0,207.21,67.93,19.21,1.46,1.04,91.96,Transmission,1.0,A-1,1.0,1.0,29.0,24.0,08/06/2024,19:06:43,"=HYPERLINK(""2681_Printed_T1_F1_R24_C29_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,27.0,A6,1.0,5.0,-3.0,SH_240625_WA6_F01_C03_R03_S0006.d,,Reporter.intensity.16
67,24/39,"1G9,","20000,",39.0,24.0,1.0,1_39_24,3345.0,197.33,75.34,19.21,1.4,1.03,80.89,Transmission,1.0,A-1,1.0,1.0,39.0,24.0,08/06/2024,19:08:23,"=HYPERLINK(""3345_Printed_T1_F1_R24_C39_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,27.0,A6,1.0,15.0,-3.0,SH_240625_WA6_F01_C03_R03_S0006.d,,Reporter.intensity.13
68,24/43,"1G10,","20000,",43.0,24.0,1.0,1_43_24,3770.0,221.61,103.46,19.45,1.79,1.08,78.55,Transmission,1.0,A-1,1.0,1.0,43.0,24.0,08/06/2024,19:09:27,"=HYPERLINK(""3770_Printed_T1_F1_R24_C43_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18595408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_unfixed,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_unfixed.xls,24.0,27.0,A6,1.0,19.0,-3.0,SH_240625_WA6_F01_C03_R03_S0006.d,,Reporter.intensity.14
