,position,well,volume,xpos,ypos,field,XY,DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Teg,Plate,Well,Target,Field,XPos,YPos,Date,Time,ImageFile,Background,EjBound,SedBound,DetDiaMinTrans,DetDiaMaxTrans,IsoDiaMinTrans,IsoDiaMaxTrans,IsoIntMinTrans,IsoIntMaxTrans,IsoDiaMinFlu,IsoDiaMaxFlu,IsoIntMinFlu,IsoIntMaxFlu,CellType,CellSortFile,PickupXpos,PickupYpos,PickupWell,PickupPlate,DevX,DevY,RawFileName,MSAquisDateTime,Channel
568,8/57,"1G12,","20000,",57.0,8.0,3.0,3_57_8,652.0,269.03,85.87,20.24,1.28,1.02,71.12,Transmission,1.0,A-1,1.0,3.0,57.0,8.0,08/06/2024,16:35:57,"=HYPERLINK(""652_Printed_T1_F3_R8_C57_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,33.0,-3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.16
569,8/61,"1G13,","20000,",61.0,8.0,3.0,3_61_8,696.0,288.25,103.26,23.41,1.51,1.04,79.73,Transmission,1.0,A-1,1.0,3.0,61.0,8.0,08/06/2024,16:36:14,"=HYPERLINK(""696_Printed_T1_F3_R8_C61_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,37.0,-3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.17
570,8/65,"1G14,","20000,",65.0,8.0,3.0,3_65_8,753.0,197.29,53.18,17.2,1.32,1.02,66.9,Transmission,1.0,A-1,1.0,3.0,65.0,8.0,08/06/2024,16:36:33,"=HYPERLINK(""753_Printed_T1_F3_R8_C65_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,41.0,-3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.18
571,11/19,"1G3,","20000,",19.0,11.0,3.0,3_19_11,230.0,131.91,78.59,18.31,1.74,1.08,76.0,Transmission,1.0,A-1,1.0,3.0,19.0,11.0,08/06/2024,16:33:44,"=HYPERLINK(""230_Printed_T1_F3_R11_C19_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,-5.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.7
572,11/23,"1G4,","20000,",23.0,11.0,3.0,3_23_11,297.0,270.53,53.35,21.36,1.63,1.06,74.35,Transmission,1.0,A-1,1.0,3.0,23.0,11.0,08/06/2024,16:34:04,"=HYPERLINK(""297_Printed_T1_F3_R11_C23_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,-1.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.8
573,11/27,"1G5,","20000,",27.0,11.0,3.0,3_27_11,358.0,250.75,97.35,21.63,1.58,1.05,73.84,Transmission,1.0,A-1,1.0,3.0,27.0,11.0,08/06/2024,16:34:22,"=HYPERLINK(""358_Printed_T1_F3_R11_C27_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,3.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.9
574,11/31,"1G6,","20000,",31.0,11.0,3.0,3_31_11,410.0,291.57,47.61,21.93,1.54,1.05,77.77,Transmission,1.0,A-1,1.0,3.0,31.0,11.0,08/06/2024,16:34:39,"=HYPERLINK(""410_Printed_T1_F3_R11_C31_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,7.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.10
575,11/37,"1G2,","20000,",37.0,11.0,3.0,3_37_11,443.0,239.39,60.34,19.7,1.54,1.05,67.59,Transmission,1.0,A-1,1.0,3.0,37.0,11.0,08/06/2024,16:34:49,"=HYPERLINK(""443_Printed_T1_F3_R11_C37_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,13.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.6
576,11/45,"1G4,","20000,",45.0,11.0,3.0,3_45_11,550.0,236.1,93.2,19.96,1.32,1.02,70.05,Transmission,1.0,A-1,1.0,3.0,45.0,11.0,08/06/2024,16:35:23,"=HYPERLINK(""550_Printed_T1_F3_R11_C45_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,21.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.8
577,11/49,"1G5,","20000,",49.0,11.0,3.0,3_49_11,596.0,326.36,88.21,21.06,1.64,1.06,76.35,Transmission,1.0,A-1,1.0,3.0,49.0,11.0,08/06/2024,16:35:39,"=HYPERLINK(""596_Printed_T1_F3_R11_C49_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,25.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.9
578,11/55,"1G1,","20000,",55.0,11.0,3.0,3_55_11,613.0,193.87,51.63,19.31,1.69,1.07,73.87,Transmission,1.0,A-1,1.0,3.0,55.0,11.0,08/06/2024,16:35:47,"=HYPERLINK(""613_Printed_T1_F3_R11_C55_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,31.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.5
579,11/59,"1G2,","20000,",59.0,11.0,3.0,3_59_11,675.0,227.28,83.81,14.29,1.39,1.03,72.86,Transmission,1.0,A-1,1.0,3.0,59.0,11.0,08/06/2024,16:36:06,"=HYPERLINK(""675_Printed_T1_F3_R11_C59_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,35.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.6
580,11/63,"1G3,","20000,",63.0,11.0,3.0,3_63_11,708.0,219.06,83.54,20.86,1.52,1.04,79.14,Transmission,1.0,A-1,1.0,3.0,63.0,11.0,08/06/2024,16:36:21,"=HYPERLINK(""708_Printed_T1_F3_R11_C63_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,39.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.7
581,11/67,"1G4,","20000,",67.0,11.0,3.0,3_67_11,772.0,180.0,92.09,19.97,1.45,1.03,78.14,Transmission,1.0,A-1,1.0,3.0,67.0,11.0,08/06/2024,16:36:41,"=HYPERLINK(""772_Printed_T1_F3_R11_C67_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,43.0,0.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.8
582,14/19,"1G7,","20000,",19.0,14.0,3.0,3_19_14,610.0,173.73,68.16,18.62,1.33,1.02,69.87,Transmission,1.0,A-1,1.0,3.0,19.0,14.0,08/06/2024,16:47:23,"=HYPERLINK(""610_Printed_T1_F3_R14_C19_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,-5.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.11
583,14/19,"1G7,","20000,",19.0,14.0,3.0,3_19_14,34534.0,172.96,83.16,16.68,1.42,1.03,73.9,Transmission,1.0,A-1,1.0,3.0,19.0,14.0,08/06/2024,14:19:11,"=HYPERLINK(""34534_Printed_T1_F3_R14_C19_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,-5.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.11
584,14/23,"1G8,","20000,",23.0,14.0,3.0,3_23_14,768.0,274.24,104.52,21.32,1.38,1.03,83.27,Transmission,1.0,A-1,1.0,3.0,23.0,14.0,08/06/2024,16:47:54,"=HYPERLINK(""768_Printed_T1_F3_R14_C23_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,-1.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.12
585,14/23,"1G8,","20000,",23.0,14.0,3.0,3_23_14,35998.0,273.28,86.43,17.63,1.35,1.02,66.59,Transmission,1.0,A-1,1.0,3.0,23.0,14.0,08/06/2024,14:24:36,"=HYPERLINK(""35998_Printed_T1_F3_R14_C23_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,-1.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.12
586,14/27,"1G9,","20000,",27.0,14.0,3.0,3_27_14,1024.0,332.4,84.7,20.11,1.23,1.01,67.72,Transmission,1.0,A-1,1.0,3.0,27.0,14.0,08/06/2024,16:48:38,"=HYPERLINK(""1024_Printed_T1_F3_R14_C27_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,3.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.13
587,14/27,"1G9,","20000,",27.0,14.0,3.0,3_27_14,36176.0,280.93,90.69,23.33,1.53,1.05,79.37,Transmission,1.0,A-1,1.0,3.0,27.0,14.0,08/06/2024,14:25:09,"=HYPERLINK(""36176_Printed_T1_F3_R14_C27_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,3.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.13
588,14/31,"1G10,","20000,",31.0,14.0,3.0,3_31_14,1152.0,135.52,95.92,20.57,1.7,1.07,75.4,Transmission,1.0,A-1,1.0,3.0,31.0,14.0,08/06/2024,16:49:05,"=HYPERLINK(""1152_Printed_T1_F3_R14_C31_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,7.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.14
589,14/31,"1G10,","20000,",31.0,14.0,3.0,3_31_14,36328.0,179.1,66.66,18.08,1.49,1.04,78.21,Transmission,1.0,A-1,1.0,3.0,31.0,14.0,08/06/2024,14:25:41,"=HYPERLINK(""36328_Printed_T1_F3_R14_C31_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,7.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.14
590,14/37,"1G6,","20000,",37.0,14.0,3.0,3_37_14,1248.0,313.43,48.7,24.35,1.47,1.04,76.91,Transmission,1.0,A-1,1.0,3.0,37.0,14.0,08/06/2024,16:49:23,"=HYPERLINK(""1248_Printed_T1_F3_R14_C37_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,13.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.10
591,14/37,"1G6,","20000,",37.0,14.0,3.0,3_37_14,36417.0,130.01,82.25,17.67,1.61,1.06,61.51,Transmission,1.0,A-1,1.0,3.0,37.0,14.0,08/06/2024,14:25:58,"=HYPERLINK(""36417_Printed_T1_F3_R14_C37_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,13.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.10
592,14/41,"1G7,","20000,",41.0,14.0,3.0,3_41_14,1363.0,237.36,47.39,20.47,1.55,1.05,74.82,Transmission,1.0,A-1,1.0,3.0,41.0,14.0,08/06/2024,16:49:49,"=HYPERLINK(""1363_Printed_T1_F3_R14_C41_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,17.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.11
593,14/41,"1G7,","20000,",41.0,14.0,3.0,3_41_14,36638.0,186.91,71.51,19.4,1.56,1.05,77.03,Transmission,1.0,A-1,1.0,3.0,41.0,14.0,08/06/2024,14:26:39,"=HYPERLINK(""36638_Printed_T1_F3_R14_C41_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,17.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.11
594,14/45,"1G8,","20000,",45.0,14.0,3.0,3_45_14,1525.0,270.6,75.2,20.24,1.33,1.02,77.08,Transmission,1.0,A-1,1.0,3.0,45.0,14.0,08/06/2024,16:50:20,"=HYPERLINK(""1525_Printed_T1_F3_R14_C45_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,21.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.12
595,14/45,"1G8,","20000,",45.0,14.0,3.0,3_45_14,36893.0,201.3,42.46,19.15,1.48,1.04,71.54,Transmission,1.0,A-1,1.0,3.0,45.0,14.0,08/06/2024,14:27:23,"=HYPERLINK(""36893_Printed_T1_F3_R14_C45_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,21.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.12
596,14/49,"1G9,","20000,",49.0,14.0,3.0,3_49_14,1700.0,213.89,75.64,16.84,1.47,1.04,69.74,Transmission,1.0,A-1,1.0,3.0,49.0,14.0,08/06/2024,16:50:53,"=HYPERLINK(""1700_Printed_T1_F3_R14_C49_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,25.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.13
597,14/49,"1G9,","20000,",49.0,14.0,3.0,3_49_14,37052.0,279.67,50.26,17.32,1.86,1.09,74.12,Transmission,1.0,A-1,1.0,3.0,49.0,14.0,08/06/2024,14:27:53,"=HYPERLINK(""37052_Printed_T1_F3_R14_C49_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,25.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.13
598,14/55,"1G5,","20000,",55.0,14.0,3.0,3_55_14,1725.0,190.14,51.18,20.64,1.94,1.11,77.97,Transmission,1.0,A-1,1.0,3.0,55.0,14.0,08/06/2024,16:51:01,"=HYPERLINK(""1725_Printed_T1_F3_R14_C55_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,31.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.9
599,14/55,"1G5,","20000,",55.0,14.0,3.0,3_55_14,37112.0,182.7,71.55,18.98,1.43,1.03,77.95,Transmission,1.0,A-1,1.0,3.0,55.0,14.0,08/06/2024,14:28:06,"=HYPERLINK(""37112_Printed_T1_F3_R14_C55_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,31.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.9
600,14/59,"1G6,","20000,",59.0,14.0,3.0,3_59_14,1940.0,305.8,105.23,23.4,1.47,1.04,73.78,Transmission,1.0,A-1,1.0,3.0,59.0,14.0,08/06/2024,16:51:40,"=HYPERLINK(""1940_Printed_T1_F3_R14_C59_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,35.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.10
601,14/59,"1G6,","20000,",59.0,14.0,3.0,3_59_14,37181.0,240.29,70.75,21.83,1.43,1.03,69.3,Transmission,1.0,A-1,1.0,3.0,59.0,14.0,08/06/2024,14:28:25,"=HYPERLINK(""37181_Printed_T1_F3_R14_C59_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,35.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.10
602,14/63,"1G7,","20000,",63.0,14.0,3.0,3_63_14,2106.0,298.76,48.08,21.52,1.74,1.08,74.76,Transmission,1.0,A-1,1.0,3.0,63.0,14.0,08/06/2024,16:52:13,"=HYPERLINK(""2106_Printed_T1_F3_R14_C63_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,39.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.11
603,14/63,"1G7,","20000,",63.0,14.0,3.0,3_63_14,37372.0,274.46,101.1,18.7,1.44,1.03,69.71,Transmission,1.0,A-1,1.0,3.0,63.0,14.0,08/06/2024,14:29:01,"=HYPERLINK(""37372_Printed_T1_F3_R14_C63_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,39.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.11
604,14/67,"1G8,","20000,",67.0,14.0,3.0,3_67_14,2382.0,322.29,104.89,18.51,1.4,1.03,84.04,Transmission,1.0,A-1,1.0,3.0,67.0,14.0,08/06/2024,16:53:00,"=HYPERLINK(""2382_Printed_T1_F3_R14_C67_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,11.0,A21,1.0,43.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.12
605,14/67,"1G8,","20000,",67.0,14.0,3.0,3_67_14,37630.0,213.66,47.26,14.83,1.35,1.02,66.77,Transmission,1.0,A-1,1.0,3.0,67.0,14.0,08/06/2024,14:29:46,"=HYPERLINK(""37630_Printed_T1_F3_R14_C67_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A21,1.0,43.0,3.0,SH_240625_WA21_F03_C03_R04_S0021.d,,Reporter.intensity.12
